QGC WPL 100
0	0	25	0	0	0	0	0	151.839812999999992	-26.5795880000000011	457	0	1
1	0	25	0	0	0	0	1	151.845382999999998	-26.6072120000000005	457	0	1
2	0	25	0	0	0	0	0	151.845382999999998	-26.6072120000000005	457	0	1
3	0	25	0	0	0	0	0	151.843567000000007	-26.6174980000000012	457	0	1
4	0	25	0	0	0	0	0	151.839938200000006	-26.6374087000000017	457	0	1
5	0	25	0	0	0	0	0	151.841096899999997	-26.6376005000000013	457	0	1
6	0	25	0	0	0	0	0	151.844701766967773	-26.6177664999999983	457	0	1
7	0	25	0	0	0	0	0	151.845860499999986	-26.6179583552110373	457	0	1
8	0	25	0	0	0	0	0	151.842255599999987	-26.6377923277642523	457	0	1
9	0	25	0	0	0	0	0	151.843500100000000	-26.6380224890552917	457	0	1
10	0	25	0	0	0	0	0	151.847190856933594	-26.6180351000000002	457	0	1
11	0	25	0	0	0	0	0	151.848435400000000	-26.6182653000000009	457	0	1
12	0	25	0	0	0	0	0	151.844873400000012	-26.6382526000000013	457	0	1
13	0	25	0	0	0	0	0	151.846203800000012	-26.6384444502177153	457	0	1
14	0	25	0	0	0	0	0	151.849679900000012	-26.6184954907194324	457	0	1
15	0	25	0	0	0	0	0	151.851181999999994	-26.6187256999999988	457	0	1
16	0	25	0	0	0	0	0	151.847577099999995	-26.6386362502307925	457	0	1
17	0	25	0	0	0	0	0	151.849164999999999	-26.6385595302641995	457	0	1
18	0	25	0	0	0	0	0	151.852641105651855	-26.6189558999999996	457	0	1
19	0	25	0	0	0	0	0	151.854100227355957	-26.6191861000000003	457	0	1
20	0	25	0	0	0	0	0	151.850666999999987	-26.6380991999999992	457	0	1
21	0	27	70	0	70	0	0	151.847104999999999	-26.6283169521403664	457	0	1
